X,Y,Z,ScaledValTrue
2.0,47.0,16.0,0.31774938106536865
2.0,48.0,16.0,0.42076653242111206
2.0,49.0,16.0,0.17124217748641968
2.0,50.0,16.0,0.19434629380702972
2.0,51.0,16.0,0.21853764355182648
2.0,52.0,16.0,0.14052732288837433
2.0,53.0,16.0,0.11796684563159943
2.0,54.0,16.0,0.20304431021213531
2.0,55.0,16.0,0.7608045339584351
2.0,56.0,16.0,0.78526771068573
2.0,57.0,16.0,0.7771133780479431
2.0,58.0,16.0,0.7716770768165588
2.0,59.0,16.0,0.8010329008102417
2.0,60.0,16.0,0.7771133780479431
2.0,61.0,16.0,0.8178852796554565
2.0,62.0,16.0,0.7662408351898193
2.0,63.0,16.0,0.763522744178772
2.0,64.0,16.0,0.3299809694290161
2.0,65.0,16.0,0.2677358090877533
2.0,66.0,16.0,0.19815167784690857
2.0,67.0,16.0,0.8233215808868408
2.0,68.0,16.0,0.8151671886444092
2.0,69.0,16.0,0.8396303653717041
2.0,70.0,16.0,0.8287578225135803
2.0,71.0,16.0,0.8668116331100464
2.0,72.0,16.0,0.8668116331100464
2.0,73.0,16.0,0.826039731502533
2.0,74.0,16.0,0.8287578225135803
2.0,75.0,16.0,0.18891003727912903
2.0,76.0,16.0,0.22234302759170532
2.0,77.0,16.0,0.42321285605430603
2.0,78.0,16.0,0.8431639671325684
2.0,79.0,16.0,0.8559392094612122
2.0,80.0,16.0,0.8586573004722595
2.0,81.0,16.0,0.8668116331100464
2.0,82.0,16.0,0.8722479343414307
2.0,83.0,16.0,0.864093542098999
2.0,84.0,16.0,0.8233215808868408
2.0,85.0,16.0,0.8586573004722595
2.0,86.0,16.0,0.8070127964019775
2.0,87.0,16.0,0.8070127964019775
2.0,88.0,16.0,0.844794750213623
2.0,89.0,16.0,0.4354444444179535
2.0,90.0,16.0,0.10546344518661499
2.0,91.0,16.0,0.09268823266029358
2.0,92.0,16.0,0.10709432512521744
2.0,93.0,16.0,0.07610764354467392
2.0,94.0,16.0,0.1011144369840622
2.0,95.0,16.0,0.11959771811962128
2.0,96.0,16.0,0.1655341237783432
2.0,97.0,16.0,0.21581950783729553
2.0,98.0,16.0,0.2677358090877533
2.0,99.0,16.0,0.1342756301164627
2.0,100.0,16.0,0.40255507826805115
2.0,101.0,16.0,0.37129658460617065
2.0,102.0,16.0,0.38108184933662415
2.0,103.0,16.0,0.4161457121372223
2.0,104.0,16.0,0.15928241610527039
2.0,105.0,16.0,0.08317478001117706
2.0,106.0,16.0,0.0462082140147686
2.0,107.0,16.0,0.06686599552631378
2.0,108.0,16.0,0.05925523489713669
2.0,109.0,16.0,0.08154390752315521
2.0,110.0,16.0,0.0709431990981102
2.0,111.0,16.0,0.10655070096254349
2.0,112.0,16.0,0.09921174496412277
2.0,113.0,16.0,0.1280239224433899
2.0,114.0,16.0,0.14487633109092712
2.0,115.0,16.0,0.21119868755340576
2.0,116.0,16.0,0.19760803878307343
2.0,117.0,16.0,0.20032617449760437
2.0,118.0,16.0,0.14650720357894897
2.0,119.0,16.0,0.18945364654064178
2.0,120.0,16.0,0.2313128560781479
2.0,121.0,16.0,0.10383257269859314
2.0,122.0,16.0,0.13590650260448456
2.0,123.0,16.0,0.11606415361166
2.0,124.0,16.0,0.17232944071292877
2.0,125.0,16.0,0.14705082774162292
2.0,126.0,16.0,0.10274531692266464
2.0,127.0,16.0,0.22207121551036835
2.0,128.0,16.0,0.24435988068580627
2.0,129.0,16.0,0.44223976135253906
2.0,130.0,16.0,0.3604240417480469
3.0,1.0,16.0,0.22669203579425812
3.0,2.0,16.0,0.18999728560447693
3.0,3.0,16.0,0.1997825652360916
3.0,4.0,16.0,0.2258765995502472
3.0,5.0,16.0,0.26501765847206116
3.0,6.0,16.0,0.4677901566028595
3.0,7.0,16.0,0.45528680086135864
3.0,8.0,16.0,0.548790454864502
3.0,9.0,16.0,0.5683609843254089
3.0,10.0,16.0,0.3109540641307831
3.0,11.0,16.0,0.33378633856773376
3.0,12.0,16.0,0.08698016405105591
3.0,13.0,16.0,0.05708073452115059
3.0,14.0,16.0,0.10790976881980896
3.0,15.0,16.0,0.08453384786844254
3.0,16.0,16.0,0.10981246083974838
3.0,17.0,16.0,0.19271542131900787
3.0,18.0,16.0,0.22071215510368347
3.0,19.0,16.0,0.25305789709091187
3.0,20.0,16.0,0.20603424310684204
3.0,21.0,16.0,0.16471868753433228
3.0,22.0,16.0,0.1924436092376709
3.0,23.0,16.0,0.10763794928789139
3.0,24.0,16.0,0.10600707679986954
3.0,25.0,16.0,0.05653709918260574
3.0,26.0,16.0,0.053818974643945694
3.0,27.0,16.0,0.11660777777433395
3.0,28.0,16.0,0.08208753168582916
3.0,29.0,16.0,0.04484914615750313
3.0,30.0,16.0,0.03751019388437271
3.0,31.0,16.0,0.06686599552631378
3.0,32.0,16.0,0.06849688291549683
3.0,33.0,16.0,0.08507747203111649
3.0,34.0,16.0,0.07909758388996124
3.0,35.0,16.0,0.06605056673288345
3.0,36.0,16.0,0.0472954623401165
3.0,37.0,16.0,0.05409079045057297
3.0,38.0,16.0,0.05653709918260574
3.0,39.0,16.0,0.07148682326078415
3.0,40.0,16.0,0.09975536912679672
3.0,41.0,16.0,0.14215821027755737
3.0,42.0,16.0,0.17042674124240875
3.0,43.0,16.0,0.22397390007972717
3.0,44.0,16.0,0.25441697239875793
3.0,45.0,16.0,0.3321554958820343
3.0,46.0,16.0,0.30388695001602173
3.0,47.0,16.0,0.25659146904945374
3.0,48.0,16.0,0.31448763608932495
3.0,49.0,16.0,0.2139168232679367
3.0,50.0,16.0,0.18428921699523926
3.0,51.0,16.0,0.11687959730625153
3.0,52.0,16.0,0.10709432512521744
3.0,53.0,16.0,0.169883131980896
3.0,54.0,16.0,0.14705082774162292
3.0,55.0,16.0,0.7580864429473877
3.0,56.0,16.0,0.7417776584625244
3.0,57.0,16.0,0.7798314690589905
3.0,58.0,16.0,0.8070127964019775
3.0,59.0,16.0,0.7825496196746826
3.0,60.0,16.0,0.7961402535438538
3.0,61.0,16.0,0.7662408351898193
3.0,62.0,16.0,0.7662408351898193
3.0,63.0,16.0,0.7526502013206482
3.0,64.0,16.0,0.2120141237974167
3.0,65.0,16.0,0.1946181058883667
3.0,66.0,16.0,0.1418863832950592
3.0,67.0,16.0,0.8450666666030884
3.0,68.0,16.0,0.8233215808868408
3.0,69.0,16.0,0.8341941237449646
3.0,70.0,16.0,0.7907040119171143
3.0,71.0,16.0,0.8042946457862854
3.0,72.0,16.0,0.8586573004722595
3.0,73.0,16.0,0.8178852796554565
3.0,74.0,16.0,0.8314759731292725
3.0,75.0,16.0,0.20195706188678741
3.0,76.0,16.0,0.25631964206695557
3.0,77.0,16.0,0.2614841163158417
3.0,78.0,16.0,0.8586573004722595
3.0,79.0,16.0,0.8347377181053162
3.0,80.0,16.0,0.8423484563827515
3.0,81.0,16.0,0.8369122743606567
3.0,82.0,16.0,0.8695298433303833
3.0,83.0,16.0,0.8314759731292725
3.0,84.0,16.0,0.8151671886444092
3.0,85.0,16.0,0.8178852796554565
3.0,86.0,16.0,0.8042946457862854
3.0,87.0,16.0,0.7988583445549011
3.0,88.0,16.0,0.8423484563827515
3.0,89.0,16.0,0.42321285605430603
3.0,90.0,16.0,0.12612123787403107
3.0,91.0,16.0,0.09078554064035416
3.0,92.0,16.0,0.09703724831342697
3.0,93.0,16.0,0.08534929156303406
3.0,94.0,16.0,0.07610764354467392
3.0,95.0,16.0,0.1418863832950592
3.0,96.0,16.0,0.10818157345056534
3.0,97.0,16.0,0.13373200595378876
3.0,98.0,16.0,0.3514541983604431
3.0,99.0,16.0,0.4471323788166046
3.0,100.0,16.0,0.26501765847206116
3.0,101.0,16.0,0.23049741983413696
3.0,102.0,16.0,0.4835553467273712
3.0,103.0,16.0,0.24680618941783905
3.0,104.0,16.0,0.1011144369840622
3.0,105.0,16.0,0.10790976881980896
3.0,106.0,16.0,0.05599347501993179
3.0,107.0,16.0,0.09377548098564148
3.0,108.0,16.0,0.10192988067865372
3.0,109.0,16.0,0.12177222967147827
3.0,110.0,16.0,0.05599347501993179
3.0,111.0,16.0,0.054362598806619644
3.0,112.0,16.0,0.07773851603269577
3.0,113.0,16.0,0.12530580163002014
3.0,114.0,16.0,0.24952432513237
3.0,115.0,16.0,0.30144062638282776
3.0,116.0,16.0,0.3452025353908539
3.0,117.0,16.0,0.35743406414985657
3.0,118.0,16.0,0.12285948544740677
3.0,119.0,16.0,0.07964120805263519
3.0,120.0,16.0,0.08806741237640381
3.0,121.0,16.0,0.05653709918260574
3.0,122.0,16.0,0.15873879194259644
3.0,123.0,16.0,0.08263115584850311
3.0,124.0,16.0,0.29002445936203003
3.0,125.0,16.0,0.20820875465869904
3.0,126.0,16.0,0.25849416851997375
3.0,127.0,16.0,0.2796955704689026
3.0,128.0,16.0,0.15955422818660736
3.0,129.0,16.0,0.19815167784690857
3.0,130.0,16.0,0.22777928411960602
4.0,1.0,16.0,0.16743682324886322
4.0,2.0,16.0,0.1440608948469162
4.0,3.0,16.0,0.12965479493141174
4.0,4.0,16.0,0.22941017150878906
4.0,5.0,16.0,0.24327263236045837
4.0,6.0,16.0,0.3990214765071869
4.0,7.0,16.0,0.4805653989315033
4.0,8.0,16.0,0.2720848023891449
4.0,9.0,16.0,0.3299809694290161
4.0,10.0,16.0,0.27290022373199463
4.0,11.0,16.0,0.2546887695789337
4.0,12.0,16.0,0.16036967933177948
4.0,13.0,16.0,0.10736614465713501
4.0,14.0,16.0,0.16689318418502808
4.0,15.0,16.0,0.1462354063987732
4.0,16.0,16.0,0.2620277404785156
4.0,17.0,16.0,0.1807556450366974
4.0,18.0,16.0,0.2171785831451416
4.0,19.0,16.0,0.1818428933620453
4.0,20.0,16.0,0.17776569724082947
4.0,21.0,16.0,0.0902419164776802
4.0,22.0,16.0,0.10981246083974838
4.0,23.0,16.0,0.06740963459014893
4.0,24.0,16.0,0.04593639448285103
4.0,25.0,16.0,0.03751019388437271
4.0,26.0,16.0,0.0505572147667408
4.0,27.0,16.0,0.10790976881980896
4.0,28.0,16.0,0.1538461595773697
4.0,29.0,16.0,0.08779560029506683
4.0,30.0,16.0,0.05816798657178879
4.0,31.0,16.0,0.06713781505823135
4.0,32.0,16.0,0.05925523489713669
4.0,33.0,16.0,0.09486274421215057
4.0,34.0,16.0,0.10872519761323929
4.0,35.0,16.0,0.11334602534770966
4.0,36.0,16.0,0.07964120805263519
4.0,37.0,16.0,0.06958413124084473
4.0,38.0,16.0,0.09051373600959778
4.0,39.0,16.0,0.05925523489713669
4.0,40.0,16.0,0.051644474267959595
4.0,41.0,16.0,0.0742049515247345
4.0,42.0,16.0,0.14650720357894897
4.0,43.0,16.0,0.18401740491390228
4.0,44.0,16.0,0.25849416851997375
4.0,45.0,16.0,0.21364501118659973
4.0,46.0,16.0,0.16471868753433228
4.0,47.0,16.0,0.17559120059013367
4.0,48.0,16.0,0.1590106189250946
4.0,49.0,16.0,0.11470508575439453
4.0,50.0,16.0,0.13563469052314758
4.0,51.0,16.0,0.10491982102394104
4.0,52.0,16.0,0.0676814392209053
4.0,53.0,16.0,0.06224517896771431
4.0,54.0,16.0,0.07610764354467392
4.0,55.0,16.0,0.7907040119171143
4.0,56.0,16.0,0.7934221625328064
4.0,57.0,16.0,0.7934221625328064
4.0,58.0,16.0,0.7689589858055115
4.0,59.0,16.0,0.8178852796554565
4.0,60.0,16.0,0.8178852796554565
4.0,61.0,16.0,0.7934221625328064
4.0,62.0,16.0,0.801576554775238
4.0,63.0,16.0,0.22071215510368347
4.0,64.0,16.0,0.19869530200958252
4.0,65.0,16.0,0.19597716629505157
4.0,66.0,16.0,0.18972547352313995
4.0,67.0,16.0,0.25142702460289
4.0,68.0,16.0,0.826039731502533
4.0,69.0,16.0,0.7988583445549011
4.0,70.0,16.0,0.8070127964019775
4.0,71.0,16.0,0.8151671886444092
4.0,72.0,16.0,0.8695298433303833
4.0,73.0,16.0,0.8477847576141357
4.0,74.0,16.0,0.8559392094612122
4.0,75.0,16.0,0.8613753914833069
4.0,76.0,16.0,0.3131285607814789
4.0,77.0,16.0,0.3571622967720032
4.0,78.0,16.0,0.8287578225135803
4.0,79.0,16.0,0.8233215808868408
4.0,80.0,16.0,0.8178852796554565
4.0,81.0,16.0,0.8233215808868408
4.0,82.0,16.0,0.8070127964019775
4.0,83.0,16.0,0.8559392094612122
4.0,84.0,16.0,0.8287578225135803
4.0,85.0,16.0,0.8314759731292725
4.0,86.0,16.0,0.8124490976333618
4.0,87.0,16.0,0.8341941237449646
4.0,88.0,16.0,0.8586573004722595
4.0,89.0,16.0,0.3278064727783203
4.0,90.0,16.0,0.1171514019370079
4.0,91.0,16.0,0.11769502609968185
4.0,92.0,16.0,0.10437619686126709
4.0,93.0,16.0,0.08072846382856369
4.0,94.0,16.0,0.10383257269859314
4.0,95.0,16.0,0.3076923191547394
4.0,96.0,16.0,0.28649088740348816
4.0,97.0,16.0,0.28105464577674866
4.0,98.0,16.0,0.2593095898628235
4.0,99.0,16.0,0.14759445190429688
4.0,100.0,16.0,0.21962489187717438
4.0,101.0,16.0,0.2590377926826477
4.0,102.0,16.0,0.380810022354126
4.0,103.0,16.0,0.2873063385486603
4.0,104.0,16.0,0.24245719611644745
4.0,105.0,16.0,0.10763794928789139
4.0,106.0,16.0,0.07882577180862427
4.0,107.0,16.0,0.07257407903671265
4.0,108.0,16.0,0.1138896495103836
4.0,109.0,16.0,0.1277521252632141
4.0,110.0,16.0,0.05979885905981064
4.0,111.0,16.0,0.08072846382856369
4.0,112.0,16.0,0.11144333332777023
4.0,113.0,16.0,0.11742322146892548
4.0,114.0,16.0,0.12829574942588806
4.0,115.0,16.0,0.17341668903827667
4.0,116.0,16.0,0.30470237135887146
4.0,117.0,16.0,0.35226964950561523
4.0,118.0,16.0,0.10763794928789139
4.0,119.0,16.0,0.05354715511202812
4.0,120.0,16.0,0.08426202833652496
4.0,121.0,16.0,0.08752378821372986
4.0,122.0,16.0,0.08670834451913834
4.0,123.0,16.0,0.1299266219139099
4.0,124.0,16.0,0.13509106636047363
4.0,125.0,16.0,0.08453384786844254
4.0,126.0,16.0,0.15819516777992249
4.0,127.0,16.0,0.1793965846300125
4.0,128.0,16.0,0.13590650260448456
4.0,129.0,16.0,0.08779560029506683
4.0,130.0,16.0,0.2313128560781479
5.0,1.0,16.0,0.44006526470184326
5.0,2.0,16.0,0.0891546681523323
5.0,3.0,16.0,0.11579234898090363
5.0,4.0,16.0,0.15982605516910553
5.0,5.0,16.0,0.14433270692825317
5.0,6.0,16.0,0.3367763161659241
5.0,7.0,16.0,0.28975263237953186
5.0,8.0,16.0,0.30279967188835144
5.0,9.0,16.0,0.4310954213142395
5.0,10.0,16.0,0.36287033557891846
5.0,11.0,16.0,0.402283251285553
5.0,12.0,16.0,0.17260123789310455
5.0,13.0,16.0,0.20576244592666626
5.0,14.0,16.0,0.24327263236045837
5.0,15.0,16.0,0.17368848621845245
5.0,16.0,16.0,0.3128567636013031
5.0,17.0,16.0,0.2291383594274521
5.0,18.0,16.0,0.29627618193626404
5.0,19.0,16.0,0.13509106636047363
5.0,20.0,16.0,0.14650720357894897
5.0,21.0,16.0,0.07447677105665207
5.0,22.0,16.0,0.10356075316667557
5.0,23.0,16.0,0.08643653988838196
5.0,24.0,16.0,0.058983419090509415
5.0,25.0,16.0,0.059527043253183365
5.0,26.0,16.0,0.06822506338357925
5.0,27.0,16.0,0.051644474267959595
5.0,28.0,16.0,0.12231585383415222
5.0,29.0,16.0,0.10491982102394104
5.0,30.0,16.0,0.07719489187002182
5.0,31.0,16.0,0.08698016405105591
5.0,32.0,16.0,0.08263115584850311
5.0,33.0,16.0,0.08100027590990067
5.0,34.0,16.0,0.1011144369840622
5.0,35.0,16.0,0.1633596122264862
5.0,36.0,16.0,0.11361783742904663
5.0,37.0,16.0,0.0935036763548851
5.0,38.0,16.0,0.0891546681523323
5.0,39.0,16.0,0.07447677105665207
5.0,40.0,16.0,0.058439791202545166
5.0,41.0,16.0,0.10954064130783081
5.0,42.0,16.0,0.10301712900400162
5.0,43.0,16.0,0.22179940342903137
5.0,44.0,16.0,0.2742592990398407
5.0,45.0,16.0,0.18619190156459808
5.0,46.0,16.0,0.15194347500801086
5.0,47.0,16.0,0.10383257269859314
5.0,48.0,16.0,0.1560206562280655
5.0,49.0,16.0,0.08235934376716614
5.0,50.0,16.0,0.07665126770734787
5.0,51.0,16.0,0.11524871736764908
5.0,52.0,16.0,0.09268823266029358
5.0,53.0,16.0,0.07773851603269577
5.0,54.0,16.0,0.09187280386686325
5.0,55.0,16.0,0.8124490976333618
5.0,56.0,16.0,0.8124490976333618
5.0,57.0,16.0,0.7879859209060669
5.0,58.0,16.0,0.7907040119171143
5.0,59.0,16.0,0.7798314690589905
5.0,60.0,16.0,0.7825496196746826
5.0,61.0,16.0,0.8314759731292725
5.0,62.0,16.0,0.4354444444179535
5.0,63.0,16.0,0.22614842653274536
5.0,64.0,16.0,0.20712149143218994
5.0,65.0,16.0,0.17042674124240875
5.0,66.0,16.0,0.20032617449760437
5.0,67.0,16.0,0.17069855332374573
5.0,68.0,16.0,0.8233215808868408
5.0,69.0,16.0,0.8477847576141357
5.0,70.0,16.0,0.8314759731292725
5.0,71.0,16.0,0.8695298433303833
5.0,72.0,16.0,0.8151671886444092
5.0,73.0,16.0,0.8151671886444092
5.0,74.0,16.0,0.826039731502533
5.0,75.0,16.0,0.826039731502533
5.0,76.0,16.0,0.2739875018596649
5.0,77.0,16.0,0.1742321252822876
5.0,78.0,16.0,0.24463169276714325
5.0,79.0,16.0,0.8097308874130249
5.0,80.0,16.0,0.8233215808868408
5.0,81.0,16.0,0.8437075614929199
5.0,82.0,16.0,0.8151671886444092
5.0,83.0,16.0,0.8559392094612122
5.0,84.0,16.0,0.8369122743606567
5.0,85.0,16.0,0.8858385682106018
5.0,86.0,16.0,0.8042946457862854
5.0,87.0,16.0,0.8197880387306213
5.0,88.0,16.0,0.8477847576141357
5.0,89.0,16.0,0.38896438479423523
5.0,90.0,16.0,0.11035608500242233
5.0,91.0,16.0,0.08290297538042068
5.0,92.0,16.0,0.10192988067865372
5.0,93.0,16.0,0.09377548098564148
5.0,94.0,16.0,0.14215821027755737
5.0,95.0,16.0,0.23919543623924255
5.0,96.0,16.0,0.33840715885162354
5.0,97.0,16.0,0.24544712901115417
5.0,98.0,16.0,0.15765154361724854
5.0,99.0,16.0,0.11796684563159943
5.0,100.0,16.0,0.22832292318344116
5.0,101.0,16.0,0.17450395226478577
5.0,102.0,16.0,0.2117423266172409
5.0,103.0,16.0,0.24680618941783905
5.0,104.0,16.0,0.23620548844337463
5.0,105.0,16.0,0.09975536912679672
5.0,106.0,16.0,0.05653709918260574
5.0,107.0,16.0,0.0505572147667408
5.0,108.0,16.0,0.04566458985209465
5.0,109.0,16.0,0.05708073452115059
5.0,110.0,16.0,0.05245990678668022
5.0,111.0,16.0,0.052188098430633545
5.0,112.0,16.0,0.15221527218818665
5.0,113.0,16.0,0.20168523490428925
5.0,114.0,16.0,0.16933950781822205
5.0,115.0,16.0,0.2430008053779602
5.0,116.0,16.0,0.2786083221435547
5.0,117.0,16.0,0.2568632960319519
5.0,118.0,16.0,0.22451753914356232
5.0,119.0,16.0,0.08562109619379044
5.0,120.0,16.0,0.057352542877197266
5.0,121.0,16.0,0.06740963459014893
5.0,122.0,16.0,0.09513454884290695
5.0,123.0,16.0,0.13454744219779968
5.0,124.0,16.0,0.08100027590990067
5.0,125.0,16.0,0.06142973527312279
5.0,126.0,16.0,0.07583582401275635
5.0,127.0,16.0,0.16308780014514923
5.0,128.0,16.0,0.15085622668266296
5.0,129.0,16.0,0.15303072333335876
5.0,130.0,16.0,0.25332972407341003
6.0,1.0,16.0,0.3449307084083557
6.0,2.0,16.0,0.44006526470184326
6.0,3.0,16.0,0.06577874720096588
6.0,4.0,16.0,0.11878228932619095
6.0,5.0,16.0,0.1138896495103836
6.0,6.0,16.0,0.22886653244495392
6.0,7.0,16.0,0.3055177927017212
6.0,8.0,16.0,0.24435988068580627
6.0,9.0,16.0,0.3212829828262329
6.0,10.0,16.0,0.5360152721405029
6.0,11.0,16.0,0.32835012674331665
6.0,12.0,16.0,0.4376189410686493
6.0,13.0,16.0,0.3547159731388092
6.0,14.0,16.0,0.2302256077528
6.0,15.0,16.0,0.24653439223766327
