X,Y,Z,Val
17.0,7.0,16.0,0.061498897012012006
17.0,8.0,16.0,0.060025823990991
17.0,9.0,16.0,0.030932631825825816
17.0,10.0,16.0,0.3075020915225225
17.0,11.0,16.0,0.2835646549309309
17.0,12.0,16.0,0.2507887802132132
17.0,13.0,16.0,0.2938761660780781
17.0,14.0,16.0,0.2146984911981982
17.0,15.0,16.0,0.2754627533153153
17.0,16.0,16.0,0.273621412039039
17.0,17.0,16.0,0.3192866756906907
17.0,18.0,16.0,0.11526606227927927
17.0,19.0,16.0,0.028354754039039025
17.0,20.0,16.0,0.07365174943543543
17.0,21.0,16.0,0.03240570484684684
17.0,22.0,16.0,0.06554984781981983
17.0,23.0,16.0,0.07586135896696697
17.0,24.0,16.0,0.11600259878978979
17.0,25.0,16.0,0.1406765718918919
17.0,26.0,16.0,0.07954404151951952
17.0,27.0,16.0,0.07733443198798798
17.0,28.0,16.0,0.07770270024324324
17.0,29.0,16.0,0.09353823521921921
17.0,30.0,16.0,0.10569108764264265
17.0,31.0,16.0,0.07402001769069066
17.0,32.0,16.0,0.07733443198798798
17.0,33.0,16.0,0.09132862568768768
17.0,34.0,16.0,0.1266823781921922
17.0,35.0,16.0,0.10826896542942942
17.0,36.0,16.0,0.00846826825525524
17.0,37.0,16.0,0.09501130824024023
17.0,38.0,16.0,0.06444504305405405
17.0,39.0,16.0,0.07991230977477476
17.0,40.0,16.0,0.08359499232732734
17.0,41.0,16.0,0.10053533206906906
17.0,42.0,16.0,0.08911901615615617
17.0,43.0,16.0,0.09795745428228228
17.0,44.0,16.0,0.0821219193063063
17.0,45.0,16.0,0.059289287480480464
17.0,46.0,16.0,0.14620059572072072
17.0,47.0,16.0,0.08506806534834835
17.0,48.0,16.0,0.08249018756156155
17.0,49.0,16.0,0.036088387399399395
17.0,50.0,16.0,0.03387877786786785
17.0,51.0,16.0,0.3045559454804805
17.0,52.0,16.0,0.3115530423303303
17.0,53.0,16.0,0.30971170105405404
17.0,54.0,16.0,0.29498097084384384
17.0,55.0,16.0,0.2831963866756757
17.0,56.0,16.0,0.3093434327987988
17.0,57.0,16.0,0.28135504539939943
17.0,58.0,16.0,0.26772911995495496
17.0,59.0,16.0,0.2526301214894895
17.0,60.0,16.0,0.03940280169669668
17.0,61.0,16.0,0.054501800162162155
17.0,62.0,16.0,0.050082581099099084
17.0,63.0,16.0,0.04713643505705705
17.0,64.0,16.0,0.054875754373573574
17.0,65.0,16.0,0.07733443198798798
17.0,66.0,16.0,0.07659789547747749
17.0,67.0,16.0,0.07217867641441439
17.0,68.0,16.0,0.10421801462162161
17.0,69.0,16.0,0.032037436591591556
17.0,70.0,16.0,0.09243343045345345
17.0,71.0,16.0,0.07807096849849848
17.0,72.0,16.0,0.08690940662462462
17.0,73.0,16.0,0.04566336203603606
17.0,74.0,16.0,0.0707056033933934
17.0,75.0,16.0,0.020621120678678655
17.0,76.0,16.0,0.0187797794024024
17.0,77.0,16.0,0.02246246195495495
17.0,78.0,16.0,0.0187797794024024
17.0,79.0,16.0,0.01620190161561561
17.0,80.0,16.0,0.017674974636636618
17.0,81.0,16.0,0.31855013918018016
17.0,82.0,16.0,0.2979271168858859
17.0,83.0,16.0,0.33549047892192196
17.0,84.0,16.0,0.3167087979039039
17.0,85.0,16.0,0.32002321220120117
17.0,86.0,16.0,0.29608577560960964
17.0,87.0,16.0,0.31707706615915915
17.0,88.0,16.0,0.30345114071471474
17.0,89.0,16.0,0.2986636533963964
17.0,90.0,16.0,0.29755884863063065
17.0,91.0,16.0,0.3005049946726727
17.0,92.0,16.0,0.0659181160750751
17.0,93.0,16.0,0.05892101922522522
17.0,94.0,16.0,0.08985555266666666
17.0,95.0,16.0,0.09132862568768768
17.0,96.0,16.0,0.04492682552552551
17.0,97.0,16.0,0.07475655420120121
17.0,98.0,16.0,0.09869399079279279
17.0,99.0,16.0,0.08407374105915914
17.0,100.0,16.0,0.12373623215015016
17.0,101.0,16.0,0.09795745428228228
17.0,102.0,16.0,0.07659789547747749
17.0,103.0,16.0,0.08911901615615617
17.0,104.0,16.0,0.03387877786786785
17.0,105.0,16.0,0.054501800162162155
17.0,106.0,16.0,0.03977106995195195
17.0,107.0,16.0,0.05707967794894894
17.0,108.0,16.0,0.019148047657657645
17.0,109.0,16.0,0.02025285242342341
17.0,110.0,16.0,0.03682492390990991
17.0,111.0,16.0,0.04161241122822822
17.0,112.0,16.0,0.039034533441441435
17.0,113.0,16.0,0.042348947738738735
17.0,114.0,16.0,0.0301960953153153
17.0,115.0,16.0,0.03572011914414413
17.0,116.0,16.0,0.03645665565465464
17.0,117.0,16.0,0.0681277256066066
17.0,118.0,16.0,0.04308548424924923
17.0,119.0,16.0,0.02651341276276275
17.0,120.0,16.0,0.0567114096936937
17.0,121.0,16.0,0.051555654120120115
17.0,122.0,16.0,0.05192392237537536
17.0,123.0,16.0,0.12631410993693692
17.0,124.0,16.0,0.1473054004864865
17.0,125.0,16.0,0.1373621575945946
17.0,126.0,16.0,0.08028057803003003
17.0,127.0,16.0,0.09501130824024023
17.0,128.0,16.0,0.03572011914414413
17.0,129.0,16.0,0.022830730210210197
17.0,130.0,16.0,0.03203743659159158
18.0,1.0,16.0,0.04013933820720719
18.0,2.0,16.0,0.015097096849849868
18.0,3.0,16.0,0.039034533441441435
18.0,4.0,16.0,0.06370850654354356
18.0,5.0,16.0,0.05707967794894894
18.0,6.0,16.0,0.05818448271471471
18.0,7.0,16.0,0.0394028016966967
18.0,8.0,16.0,0.0541335319069069
18.0,9.0,16.0,0.023198998465465467
18.0,10.0,16.0,0.3041876772252252
18.0,11.0,16.0,0.2839329231861862
18.0,12.0,16.0,0.27214833901801805
18.0,13.0,16.0,0.2835646549309309
18.0,14.0,16.0,0.2596272183393393
18.0,15.0,16.0,0.3045559454804805
18.0,16.0,16.0,0.305292481990991
18.0,17.0,16.0,0.34027796624024026
18.0,18.0,16.0,0.339909697984985
18.0,19.0,16.0,0.31413092011711713
18.0,20.0,16.0,0.17087456882282284
18.0,21.0,16.0,0.3336491376456457
18.0,22.0,16.0,0.045295093780780775
18.0,23.0,16.0,0.06702292084084084
18.0,24.0,16.0,0.11968528134234234
18.0,25.0,16.0,0.15503903384684684
18.0,26.0,16.0,0.060762360501501515
18.0,27.0,16.0,0.0994305273033033
18.0,28.0,16.0,0.044558557270270256
18.0,29.0,16.0,0.061498897012012006
18.0,30.0,16.0,0.10569108764264265
18.0,31.0,16.0,0.0541335319069069
18.0,32.0,16.0,0.08801421139039038
18.0,33.0,16.0,0.059289287480480464
18.0,34.0,16.0,0.1881831768198198
18.0,35.0,16.0,0.10495455113213213
18.0,36.0,16.0,0.07291521292492494
18.0,37.0,16.0,0.08591471235765766
18.0,38.0,16.0,0.08676172934474474
18.0,39.0,16.0,0.11379298925825826
18.0,40.0,16.0,0.11379298925825826
18.0,41.0,16.0,0.08911901615615617
18.0,42.0,16.0,0.08396326058258258
18.0,43.0,16.0,0.04787297156756756
18.0,44.0,16.0,0.050082581099099084
18.0,45.0,16.0,0.07733443198798798
18.0,46.0,16.0,0.07365174943543543
18.0,47.0,16.0,0.05744794620420419
18.0,48.0,16.0,0.059289287480480464
18.0,49.0,16.0,0.07991230977477476
18.0,50.0,16.0,0.07328348118018017
18.0,51.0,16.0,0.27214833901801805
18.0,52.0,16.0,0.29571750735435437
18.0,53.0,16.0,0.2986636533963964
18.0,54.0,16.0,0.2739896802942943
18.0,55.0,16.0,0.29166655654654655
18.0,56.0,16.0,0.27435794854954954
18.0,57.0,16.0,0.29903192165165166
18.0,58.0,16.0,0.2861425327177177
18.0,59.0,16.0,0.04860950807807808
18.0,60.0,16.0,0.02909129054954954
18.0,61.0,16.0,0.04478308186636635
18.0,62.0,16.0,0.043530969798498506
18.0,63.0,16.0,0.052292190630630626
18.0,64.0,16.0,0.04971431284384384
18.0,65.0,16.0,0.06039409224624625
18.0,66.0,16.0,0.046768166801801805
18.0,67.0,16.0,0.06334023828828829
18.0,68.0,16.0,0.09096035743243244
18.0,69.0,16.0,0.3340174059009009
18.0,70.0,16.0,0.10753242891891893
18.0,71.0,16.0,0.12778718295795796
18.0,72.0,16.0,0.0707056033933934
18.0,73.0,16.0,0.04860950807807808
18.0,74.0,16.0,0.04308548424924923
18.0,75.0,16.0,0.0567114096936937
18.0,76.0,16.0,0.029459558804804806
18.0,77.0,16.0,0.04824123982282281
18.0,78.0,16.0,0.00846826825525524
18.0,79.0,16.0,0.008836536510510487
18.0,80.0,16.0,0.04050760646246246
18.0,81.0,16.0,0.22574653885585585
18.0,82.0,16.0,0.29571750735435437
18.0,83.0,16.0,0.286510800972973
18.0,84.0,16.0,0.31818187092492495
18.0,85.0,16.0,0.2979271168858859
18.0,86.0,16.0,0.3144991883723724
18.0,87.0,16.0,0.2986636533963964
18.0,88.0,16.0,0.3057344038972973
18.0,89.0,16.0,0.3056607502462462
18.0,90.0,16.0,0.270675265996997
18.0,91.0,16.0,0.2861425327177177
18.0,92.0,16.0,0.02761821752852853
18.0,93.0,16.0,0.04713643505705705
18.0,94.0,16.0,0.04566336203603604
18.0,95.0,16.0,0.028354754039039025
18.0,96.0,16.0,0.026881681018018015
18.0,97.0,16.0,0.0707056033933934
18.0,98.0,16.0,0.0828584558168168
18.0,99.0,16.0,0.0821219193063063
18.0,100.0,16.0,0.0754930907117117
18.0,101.0,16.0,0.10790069717417416
18.0,102.0,16.0,0.11600259878978979
18.0,103.0,16.0,0.062971970033033
18.0,104.0,16.0,0.02872302229429429
18.0,105.0,16.0,0.02798648578378378
18.0,106.0,16.0,0.03498358263363363
18.0,107.0,16.0,0.04308548424924923
18.0,108.0,16.0,0.02135765718918917
18.0,109.0,16.0,0.015097096849849848
18.0,110.0,16.0,0.01620190161561559
18.0,111.0,16.0,0.0301960953153153
18.0,112.0,16.0,0.029827827060060055
18.0,113.0,16.0,0.030932631825825816
18.0,114.0,16.0,0.026613032439639646
18.0,115.0,16.0,0.046768166801801805
18.0,116.0,16.0,0.08985555266666666
18.0,117.0,16.0,0.12189489087387388
18.0,118.0,16.0,0.05413353190690692
18.0,119.0,16.0,0.012887487318318326
18.0,120.0,16.0,0.04566336203603602
18.0,121.0,16.0,0.046768166801801805
18.0,122.0,16.0,0.0894872844114114
18.0,123.0,16.0,0.08101711454054053
18.0,124.0,16.0,0.18634183554354353
18.0,125.0,16.0,0.15025154652852854
18.0,126.0,16.0,0.1108468432162162
18.0,127.0,16.0,0.08506806534834835
18.0,128.0,16.0,0.055238336672672646
18.0,129.0,16.0,0.03424704612312312
18.0,130.0,16.0,0.04750470331231232
19.0,1.0,16.0,0.02098938893393392
19.0,2.0,16.0,0.02393553497597598
19.0,3.0,16.0,0.030564363570570588
19.0,4.0,16.0,0.09059208917717718
19.0,5.0,16.0,0.08359499232732734
19.0,6.0,16.0,0.03240570484684684
19.0,7.0,16.0,0.016938438126126124
19.0,8.0,16.0,0.04050760646246244
19.0,9.0,16.0,0.06775945735135135
19.0,10.0,16.0,0.28577426446246246
19.0,11.0,16.0,0.27840889935735735
19.0,12.0,16.0,0.2588906818288288
19.0,13.0,16.0,0.26699258344444443
19.0,14.0,16.0,0.2927713613123123
19.0,15.0,16.0,0.28098677714414416
19.0,16.0,16.0,0.31707706615915915
19.0,17.0,16.0,0.2924030930570571
19.0,18.0,16.0,0.32112801696696697
19.0,19.0,16.0,0.34211930751651654
19.0,20.0,16.0,0.3472750630900901
19.0,21.0,16.0,0.3152357248828829
19.0,22.0,16.0,0.3218645534774775
19.0,23.0,16.0,0.0754930907117117
19.0,24.0,16.0,0.06960079862762762
19.0,25.0,16.0,0.06923253037237238
19.0,26.0,16.0,0.0648133113093093
19.0,27.0,16.0,0.06591811607507507
19.0,28.0,16.0,0.061498897012012006
19.0,29.0,16.0,0.04271721599399398
19.0,30.0,16.0,0.06297197003303304
19.0,31.0,16.0,0.04198067948348349
19.0,32.0,16.0,0.03277397310210209
19.0,33.0,16.0,0.0754930907117117
19.0,34.0,16.0,0.07254694466966966
19.0,35.0,16.0,0.12299969563963963
19.0,36.0,16.0,0.09134037782312311
19.0,37.0,16.0,0.10532281938738738
19.0,38.0,16.0,0.08396326058258258
19.0,39.0,16.0,0.08801421139039038
19.0,40.0,16.0,0.11342472100300299
19.0,41.0,16.0,0.18523703077777776
19.0,42.0,16.0,0.0821219193063063
19.0,43.0,16.0,0.09979879555855856
19.0,44.0,16.0,0.04750470331231232
19.0,45.0,16.0,0.08506806534834835
19.0,46.0,16.0,0.03351050961261261
19.0,47.0,16.0,0.0821219193063063
19.0,48.0,16.0,0.0648133113093093
19.0,49.0,16.0,0.07217867641441439
19.0,50.0,16.0,0.13588908457357357
19.0,51.0,16.0,0.2982953851411411
19.0,52.0,16.0,0.28282811842042044
19.0,53.0,16.0,0.28835214224924927
19.0,54.0,16.0,0.2761992898258258
19.0,55.0,16.0,0.2169081007297297
19.0,56.0,16.0,0.27988197237837836
19.0,57.0,16.0,0.2968223121201201
19.0,58.0,16.0,0.27251660727327326
19.0,59.0,16.0,0.27951370412312315
19.0,60.0,16.0,0.02651341276276275
19.0,61.0,16.0,0.03682492390990993
19.0,62.0,16.0,0.04971431284384384
19.0,63.0,16.0,0.034615314378378365
19.0,64.0,16.0,0.043822020759759765
19.0,65.0,16.0,0.08359499232732734
19.0,66.0,16.0,0.04492682552552551
19.0,67.0,16.0,0.1020084050900901
19.0,68.0,16.0,0.08690940662462462
19.0,69.0,16.0,0.10716416066366365
19.0,70.0,16.0,0.33033472334834835
19.0,71.0,16.0,0.3358587471771772
19.0,72.0,16.0,0.3340174059009009
19.0,73.0,16.0,0.036088387399399395
19.0,74.0,16.0,0.07107387164864866
19.0,75.0,16.0,0.1126881844924925
19.0,76.0,16.0,0.07033733513813811
19.0,77.0,16.0,0.06518157956456457
19.0,78.0,16.0,0.012519219063063037
19.0,79.0,16.0,0.052292190630630626
19.0,80.0,16.0,0.09022382092192191
19.0,81.0,16.0,0.26515124216816816
19.0,82.0,16.0,0.31228957884084085
19.0,83.0,16.0,0.306765555012012
19.0,84.0,16.0,0.14178137665765764
19.0,85.0,16.0,0.09648438126126127
19.0,86.0,16.0,0.3119213105855856
19.0,87.0,16.0,0.3292299185825826
19.0,88.0,16.0,0.3075020915225225
19.0,89.0,16.0,0.30897516454354357
19.0,90.0,16.0,0.31634052964864867
19.0,91.0,16.0,0.3001367264174174
19.0,92.0,16.0,0.014360560339339334
19.0,93.0,16.0,0.05634314143843843
19.0,94.0,16.0,0.06297197003303302
19.0,95.0,16.0,0.060762360501501494
19.0,96.0,16.0,0.06591811607507507
19.0,97.0,16.0,0.025040339741741743
19.0,98.0,16.0,0.09742157956456457
19.0,99.0,16.0,0.08249018756156155
19.0,100.0,16.0,0.13773042584984985
19.0,101.0,16.0,0.1694014958018018
19.0,102.0,16.0,0.1200535495975976
19.0,103.0,16.0,0.023198998465465467
19.0,104.0,16.0,0.018411511147147133
19.0,105.0,16.0,0.019148047657657645
19.0,106.0,16.0,0.015833633360360342
19.0,107.0,16.0,0.04087587471771771
19.0,108.0,16.0,0.060762360501501494
19.0,109.0,16.0,0.03166916833633633
19.0,110.0,16.0,0.03203743659159158
19.0,111.0,16.0,0.021725925444444457
19.0,112.0,16.0,0.010677877786786782
19.0,113.0,16.0,0.03277397310210209
19.0,114.0,16.0,0.03240570484684684
19.0,115.0,16.0,0.028723022294294274
19.0,116.0,16.0,0.0508191176096096
19.0,117.0,16.0,0.06334023828828829
19.0,118.0,16.0,0.04271721599399398
19.0,119.0,16.0,0.0754930907117117
19.0,120.0,16.0,0.10053533206906906
19.0,121.0,16.0,0.07217867641441439
19.0,122.0,16.0,0.05892101922522522
19.0,123.0,16.0,0.1093737701951952
19.0,124.0,16.0,0.1587217163993994
19.0,125.0,16.0,0.12189489087387388
19.0,126.0,16.0,0.18118607996996997
19.0,127.0,16.0,0.09979879555855856
19.0,128.0,16.0,0.05855275096996997
19.0,129.0,16.0,0.09758918602702701
19.0,130.0,16.0,0.08985555266666666
20.0,1.0,16.0,0.008836536510510506
20.0,2.0,16.0,0.028723022294294312
20.0,3.0,16.0,0.033142241357357355
20.0,4.0,16.0,0.037561460420420405
20.0,5.0,16.0,0.04824123982282281
20.0,6.0,16.0,0.04087587471771771
20.0,7.0,16.0,0.15061981478378378
20.0,8.0,16.0,0.04198067948348349
20.0,9.0,16.0,0.060025823990991
20.0,10.0,16.0,0.2994001899069069
20.0,11.0,16.0,0.30345114071471474
20.0,12.0,16.0,0.29461270258858857
20.0,13.0,16.0,0.2758310215705706
20.0,14.0,16.0,0.3192866756906907
20.0,15.0,16.0,0.2839329231861862
20.0,16.0,16.0,0.29019348352552554
20.0,17.0,16.0,0.3060290185015015
20.0,18.0,16.0,0.32039148045645643
20.0,19.0,16.0,0.33733182019819824
20.0,20.0,16.0,0.32554723603003005
20.0,21.0,16.0,0.32296935824324324
20.0,22.0,16.0,0.32554723603003005
20.0,23.0,16.0,0.23753112302402404
20.0,24.0,16.0,0.1889197133303303
20.0,25.0,16.0,0.08654113836936936
20.0,26.0,16.0,0.12926025597897897
20.0,27.0,16.0,0.053028727141141145
20.0,28.0,16.0,0.1741889831201201
20.0,29.0,16.0,0.01877977940240238
20.0,30.0,16.0,0.04603163029129129
20.0,31.0,16.0,0.06775945735135135
20.0,32.0,16.0,0.014360560339339334
20.0,33.0,16.0,0.06518157956456457
20.0,34.0,16.0,0.09353823521921921
20.0,35.0,16.0,0.07733443198798798
20.0,36.0,16.0,0.0828584558168168
20.0,37.0,16.0,0.1020084050900901
20.0,38.0,16.0,0.07954404151951952
20.0,39.0,16.0,0.06591811607507507
20.0,40.0,16.0,0.03572011914414413
20.0,41.0,16.0,0.06039409224624625
20.0,42.0,16.0,0.1274189147027027
20.0,43.0,16.0,0.1612995941861862
20.0,44.0,16.0,0.146568863975976
20.0,45.0,16.0,0.060025823990991
20.0,46.0,16.0,0.026881681018018015
20.0,47.0,16.0,0.03719319216516518
20.0,48.0,16.0,0.05744794620420419
20.0,49.0,16.0,0.03387877786786785
20.0,50.0,16.0,0.3086068962882883
20.0,51.0,16.0,0.28687906922822826
20.0,52.0,16.0,0.3104482375645646
20.0,53.0,16.0,0.3060290185015015
20.0,54.0,16.0,0.2924030930570571
20.0,55.0,16.0,0.2982953851411411
20.0,56.0,16.0,0.31965494394594596
20.0,57.0,16.0,0.1907610546066066
20.0,58.0,16.0,0.28908867875975974
20.0,59.0,16.0,0.2758310215705706
20.0,60.0,16.0,0.04639989854654653
20.0,61.0,16.0,0.0434537525045045
20.0,62.0,16.0,0.06886426211711713
20.0,63.0,16.0,0.09832572253753755
20.0,64.0,16.0,0.03977106995195195
20.0,65.0,16.0,0.05045084935435435
20.0,66.0,16.0,0.07217867641441439
20.0,67.0,16.0,0.1241045004054054
20.0,68.0,16.0,0.08838247964564563
20.0,69.0,16.0,0.3539038916846847
20.0,70.0,16.0,0.3100799693093093
20.0,71.0,16.0,0.020621120678678675
20.0,72.0,16.0,0.3476433313453453
20.0,73.0,16.0,0.04013933820720719
20.0,74.0,16.0,0.044558557270270256
20.0,75.0,16.0,0.05192392237537536
20.0,76.0,16.0,0.08654113836936936
20.0,77.0,16.0,0.06370850654354357
20.0,78.0,16.0,0.07181040815915915
20.0,79.0,16.0,0.050082581099099084
20.0,80.0,16.0,0.04161241122822822
20.0,81.0,16.0,0.3119213105855856
20.0,82.0,16.0,0.3093434327987988
20.0,83.0,16.0,0.3115530423303303
20.0,84.0,16.0,0.30050499467267267
20.0,85.0,16.0,0.30087326292792793
20.0,86.0,16.0,0.07181040815915915
20.0,87.0,16.0,0.29571750735435437
20.0,88.0,16.0,0.29571750735435437
20.0,89.0,16.0,0.3126578470960961
20.0,90.0,16.0,0.24673782940540542
20.0,91.0,16.0,0.08028057803003003
20.0,92.0,16.0,0.059289287480480464
20.0,93.0,16.0,0.03645665565465464
20.0,94.0,16.0,0.026145144507507503
20.0,95.0,16.0,0.05560660492792791
20.0,96.0,16.0,0.10679589240840841
20.0,97.0,16.0,0.07107387164864866
20.0,98.0,16.0,0.11968528134234234
20.0,99.0,16.0,0.07807096849849848
20.0,100.0,16.0,0.11673913530030029
20.0,101.0,16.0,0.08985555266666666
20.0,102.0,16.0,0.05045084935435435
20.0,103.0,16.0,0.014360560339339355
20.0,104.0,16.0,0.009573073021021021
20.0,105.0,16.0,0.07917577326426425
20.0,106.0,16.0,0.036088387399399395
20.0,107.0,16.0,0.04824123982282283
20.0,108.0,16.0,0.046768166801801785
20.0,109.0,16.0,0.0541335319069069
20.0,110.0,16.0,0.02909129054954954
20.0,111.0,16.0,0.025408607996996988
20.0,112.0,16.0,0.02909129054954956
20.0,113.0,16.0,0.04124414297297296
20.0,114.0,16.0,0.034615314378378365
20.0,115.0,16.0,0.02761821752852855
20.0,116.0,16.0,0.06849599386186184
20.0,117.0,16.0,0.0681277256066066
20.0,118.0,16.0,0.06739118909609611
20.0,119.0,16.0,0.09132862568768768
20.0,120.0,16.0,0.1182122083213213
20.0,121.0,16.0,0.015833633360360342
20.0,122.0,16.0,0.06591811607507507
20.0,123.0,16.0,0.12926025597897897
20.0,124.0,16.0,0.13964892434804804
20.0,125.0,16.0,0.15397455947747749
20.0,126.0,16.0,0.14325444967867867
20.0,127.0,16.0,0.20033602924324323
20.0,128.0,16.0,0.096116113006006
20.0,129.0,16.0,0.08543633360360361
20.0,130.0,16.0,0.12557757342642642
21.0,1.0,16.0,0.0458
21.0,2.0,16.0,0.03277397310210209
21.0,3.0,16.0,0.033142241357357355
21.0,4.0,16.0,0.034615314378378365
21.0,5.0,16.0,0.02246246195495495
21.0,6.0,16.0,0.06759999699999998
21.0,7.0,16.0,0.060025823990991
21.0,8.0,16.0,0.08064884628528528
21.0,9.0,16.0,0.0707056033933934
21.0,10.0,16.0,0.30639728675675676
21.0,11.0,16.0,0.268000007
21.0,12.0,16.0,0.31965494394594596
21.0,13.0,16.0,0.3019780676936937
21.0,14.0,16.0,0.30492421373573575
21.0,15.0,16.0,0.3314395281141141
21.0,16.0,16.0,0.291000009
21.0,17.0,16.0,0.29645404386486485
21.0,18.0,16.0,0.29313962956756756
21.0,19.0,16.0,0.32849338207207207
21.0,20.0,16.0,0.31228957884084085
21.0,21.0,16.0,0.307000011
21.0,22.0,16.0,0.30345114071471474
21.0,23.0,16.0,0.3019780676936937
21.0,24.0,16.0,0.3307029916036036
21.0,25.0,16.0,0.09979879555855856
21.0,26.0,16.0,0.19269999899999998
21.0,27.0,16.0,0.033142241357357355
21.0,28.0,16.0,0.038297996930930896
21.0,29.0,16.0,0.08028057803003003
21.0,30.0,16.0,0.12373623215015016
21.0,31.0,16.0,0.18539999399999998
21.0,32.0,16.0,0.057816214459459454
21.0,33.0,16.0,0.052292190630630626
21.0,34.0,16.0,0.11784394006606606
21.0,35.0,16.0,0.14399098618918918
21.0,36.0,16.0,0.08850000100000001
21.0,37.0,16.0,0.035351850888888904
21.0,38.0,16.0,0.044558557270270256
21.0,39.0,16.0,0.02798648578378378
21.0,40.0,16.0,0.045295093780780775
21.0,41.0,16.0,0.061900000999999996
21.0,42.0,16.0,0.09096035743243244
21.0,43.0,16.0,0.0567114096936937
21.0,44.0,16.0,0.04713643505705705
21.0,45.0,16.0,0.05339699539639639
21.0,46.0,16.0,0.020400000999999994
21.0,47.0,16.0,0.03682492390990991
21.0,48.0,16.0,0.008099999999999993
21.0,49.0,16.0,0.05266045888588588
21.0,50.0,16.0,0.029459558804804806
21.0,51.0,16.0,0.300000012
21.0,52.0,16.0,0.2979271168858859
21.0,53.0,16.0,0.29608577560960964
21.0,54.0,16.0,0.2974156377747748
21.0,55.0,16.0,0.3104482375645646
21.0,56.0,16.0,0.296999991
21.0,57.0,16.0,0.11416125751351351
21.0,58.0,16.0,0.29498097084384384
21.0,59.0,16.0,0.06297197003303302
21.0,60.0,16.0,0.06554984781981983
21.0,61.0,16.0,0.046999997999999994
21.0,62.0,16.0,0.26515124216816816
21.0,63.0,16.0,0.08064884628528528
21.0,64.0,16.0,0.06554984781981983
21.0,65.0,16.0,0.06407677479879878
21.0,66.0,16.0,0.04819999999999999
21.0,67.0,16.0,0.06297197003303302
21.0,68.0,16.0,0.06702292084084084
21.0,69.0,16.0,0.3410145027507508
21.0,70.0,16.0,0.33733182019819824
21.0,71.0,16.0,0.02160000099999999
21.0,72.0,16.0,0.3597961837687687
21.0,73.0,16.0,0.2758310215705706
21.0,74.0,16.0,0.03351050961261261
21.0,75.0,16.0,0.05523833667267267
21.0,76.0,16.0,0.07999999800000002
21.0,77.0,16.0,0.32444243126426425
21.0,78.0,16.0,0.29461270258858857
21.0,79.0,16.0,0.3561135012162162
21.0,80.0,16.0,0.3144991883723724
21.0,81.0,16.0,0.328000009
21.0,82.0,16.0,0.30787035977777777
21.0,83.0,16.0,0.30787035977777777
21.0,84.0,16.0,0.289456947015015
21.0,85.0,16.0,0.31855013918018016
21.0,86.0,16.0,0.307999998
21.0,87.0,16.0,0.2979271168858859
21.0,88.0,16.0,0.302346335948949
21.0,89.0,16.0,0.3233376264984985
21.0,90.0,16.0,0.29313962956756756
21.0,91.0,16.0,0.146699995
21.0,92.0,16.0,0.05118738586486487
21.0,93.0,16.0,0.039034533441441435
21.0,94.0,16.0,0.03387877786786785
21.0,95.0,16.0,0.05818448271471471
21.0,96.0,16.0,0.06469999999999998
21.0,97.0,16.0,0.10974203845045044
21.0,98.0,16.0,0.094643039984985
21.0,99.0,16.0,0.18523703077777776
21.0,100.0,16.0,0.11858047657657657
21.0,101.0,16.0,0.16769999300000002
21.0,102.0,16.0,0.0707056033933934
21.0,103.0,16.0,0.12042181785285284
21.0,104.0,16.0,0.07033733513813811
21.0,105.0,16.0,0.09243343045345345
21.0,106.0,16.0,0.18729999700000002
21.0,107.0,16.0,0.054501800162162155
21.0,108.0,16.0,0.06996906688288287
21.0,109.0,16.0,0.062235433522522525
21.0,110.0,16.0,0.04161241122822822
21.0,111.0,16.0,0.035399999
21.0,112.0,16.0,0.048609508078078095
21.0,113.0,16.0,0.053765263651651636
21.0,114.0,16.0,0.04271721599399398
21.0,115.0,16.0,0.07991230977477476
21.0,116.0,16.0,0.08009999999999999
21.0,117.0,16.0,0.029459558804804806
21.0,118.0,16.0,0.046768166801801805
21.0,119.0,16.0,0.05707967794894894
21.0,120.0,16.0,0.10016706381381382
21.0,121.0,16.0,0.154599994
21.0,122.0,16.0,0.15356596082582583
21.0,123.0,16.0,0.22353692932432434
21.0,124.0,16.0,0.1554476324984985
21.0,125.0,16.0,0.1677109653984985
21.0,126.0,16.0,0.168699995
21.0,127.0,16.0,0.182659152990991
21.0,128.0,16.0,0.16093132593093093
21.0,129.0,16.0,0.1539342290810811
21.0,130.0,16.0,0.06849599386186184
22.0,1.0,16.0,0.06775945735135135
22.0,2.0,16.0,0.03572011914414413
22.0,3.0,16.0,0.029827827060060035
22.0,4.0,16.0,0.0187797794024024
22.0,5.0,16.0,0.04050760646246246
22.0,6.0,16.0,0.05560660492792789
22.0,7.0,16.0,0.0821219193063063
22.0,8.0,16.0,0.07733443198798798
22.0,9.0,16.0,0.07954404151951952
22.0,10.0,16.0,0.1182122083213213
22.0,11.0,16.0,0.044558557270270256
22.0,12.0,16.0,0.3233376264984985
22.0,13.0,16.0,0.3222328217327327
22.0,14.0,16.0,0.33438567415615617
22.0,15.0,16.0,0.3086068962882883
22.0,16.0,16.0,0.2986636533963964
22.0,17.0,16.0,0.2791454358678679
22.0,18.0,16.0,0.2854059962072072
22.0,19.0,16.0,0.10753242891891893
22.0,20.0,16.0,0.3133943836066066
22.0,21.0,16.0,0.32775684556156154
22.0,22.0,16.0,0.3152357248828829
22.0,23.0,16.0,0.3071338232672673
22.0,24.0,16.0,0.06554984781981983
