X,Y,Z,Val
2.0,55.0,16.0,0.32112801696696697
2.0,56.0,16.0,0.30971170105405404
2.0,57.0,16.0,0.31560399313813814
2.0,58.0,16.0,0.2780406311021021
2.0,59.0,16.0,0.3104482375645646
2.0,60.0,16.0,0.29976845816216213
2.0,61.0,16.0,0.21911771026126126
2.0,62.0,16.0,0.3152357248828829
2.0,63.0,16.0,0.2979271168858859
2.0,64.0,16.0,0.3086068962882883
2.0,65.0,16.0,0.1620361306966967
2.0,66.0,16.0,0.32886165032732734
2.0,67.0,16.0,0.3019780676936937
2.0,68.0,16.0,0.3310712598588588
2.0,69.0,16.0,0.31302611535135133
2.0,70.0,16.0,0.33328086939039037
2.0,71.0,16.0,0.3295981868378378
2.0,72.0,16.0,0.3388048932192192
2.0,73.0,16.0,0.07917577326426425
2.0,74.0,16.0,0.078807505009009
2.0,75.0,16.0,0.06702292084084084
2.0,76.0,16.0,0.06996906688288287
2.0,77.0,16.0,0.10974203845045044
2.0,78.0,16.0,0.061498897012012006
2.0,79.0,16.0,0.10716416066366365
2.0,80.0,16.0,0.3056607502462462
2.0,81.0,16.0,0.3071338232672673
2.0,82.0,16.0,0.3314395281141141
2.0,83.0,16.0,0.2994001899069069
2.0,84.0,16.0,0.30381940896996995
2.0,85.0,16.0,0.31302611535135133
2.0,86.0,16.0,0.31818187092492495
2.0,87.0,16.0,0.3159722613933934
2.0,88.0,16.0,0.3030828724594595
2.0,89.0,16.0,0.31376265186186186
2.0,90.0,16.0,0.33475394241141143
2.0,91.0,16.0,0.05855275096996997
2.0,92.0,16.0,0.07402001769069066
2.0,93.0,16.0,0.08175365105105104
2.0,94.0,16.0,0.0648133113093093
2.0,95.0,16.0,0.10237667334534534
2.0,96.0,16.0,0.12778718295795796
2.0,97.0,16.0,0.16387747197297298
2.0,98.0,16.0,0.11410803461231232
2.0,99.0,16.0,0.10716416066366363
2.0,100.0,16.0,0.1281554512132132
2.0,101.0,16.0,0.12189489087387388
2.0,102.0,16.0,0.07733443198798798
2.0,103.0,16.0,0.09132862568768768
2.0,104.0,16.0,0.03645665565465464
2.0,105.0,16.0,0.018411511147147112
2.0,106.0,16.0,0.04271721599399398
2.0,107.0,16.0,0.021725925444444457
2.0,108.0,16.0,0.032037436591591556
2.0,109.0,16.0,0.0813853827957958
2.0,110.0,16.0,0.08580460185885885
2.0,111.0,16.0,0.061498897012012006
2.0,112.0,16.0,0.044558557270270256
2.0,113.0,16.0,0.044558557270270256
2.0,114.0,16.0,0.04971431284384382
2.0,115.0,16.0,0.06186716526726727
2.0,116.0,16.0,0.032405704846846864
2.0,117.0,16.0,0.04971431284384384
2.0,118.0,16.0,0.1259458416816817
2.0,119.0,16.0,0.04198067948348349
2.0,120.0,16.0,0.08727767487987989
2.0,121.0,16.0,0.09648438126126127
2.0,122.0,16.0,0.03166916833633633
2.0,123.0,16.0,0.059289287480480464
2.0,124.0,16.0,0.0301960953153153
2.0,125.0,16.0,0.05560660492792791
2.0,126.0,16.0,0.052640810772972994
2.0,127.0,16.0,0.0508191176096096
2.0,128.0,16.0,0.06334023828828829
2.0,129.0,16.0,0.07843923675375376
2.0,130.0,16.0,0.03866626518618618
3.0,1.0,16.0,0.12557757342642642
3.0,2.0,16.0,0.10679589240840841
3.0,3.0,16.0,0.1926023958828829
3.0,4.0,16.0,0.15209288780480482
3.0,5.0,16.0,0.19812641971171172
3.0,6.0,16.0,0.13552081631831833
3.0,7.0,16.0,0.08654113836936936
3.0,8.0,16.0,0.07622962722222221
3.0,9.0,16.0,0.09280169870870872
3.0,10.0,16.0,0.04492682552552551
3.0,11.0,16.0,0.026145144507507503
3.0,12.0,16.0,0.058184482714714686
3.0,13.0,16.0,0.042348947738738735
3.0,14.0,16.0,0.05707967794894894
3.0,15.0,16.0,0.08175365105105104
3.0,16.0,16.0,0.10053533206906906
3.0,17.0,16.0,0.07991230977477476
3.0,18.0,16.0,0.04198067948348349
3.0,19.0,16.0,0.013992292084084087
3.0,20.0,16.0,0.059289287480480464
3.0,21.0,16.0,0.018411511147147133
3.0,22.0,16.0,0.02651341276276275
3.0,23.0,16.0,0.039034533441441435
3.0,24.0,16.0,0.03240570484684682
3.0,25.0,16.0,0.04271721599399398
3.0,26.0,16.0,0.06370850654354356
3.0,27.0,16.0,0.04244888826666666
3.0,28.0,16.0,0.03535185088888888
3.0,29.0,16.0,0.03572011914414413
3.0,30.0,16.0,0.052334273762462455
3.0,31.0,16.0,0.03498358263363363
3.0,32.0,16.0,0.04750470331231232
3.0,33.0,16.0,0.060762360501501494
3.0,34.0,16.0,0.08506806534834835
3.0,35.0,16.0,0.07402001769069066
3.0,36.0,16.0,0.05838092047177179
3.0,37.0,16.0,0.03240570484684684
3.0,38.0,16.0,0.04198067948348351
3.0,39.0,16.0,0.16829669103603603
3.0,40.0,16.0,0.05597487318318318
3.0,41.0,16.0,0.06886426211711712
3.0,42.0,16.0,0.045295093780780754
3.0,43.0,16.0,0.03498358263363363
3.0,44.0,16.0,0.06151371322312313
3.0,45.0,16.0,0.04013933820720721
3.0,46.0,16.0,0.07475655420120121
3.0,47.0,16.0,0.008468268255255219
3.0,48.0,16.0,0.031300900081081065
3.0,49.0,16.0,0.04013933820720719
3.0,50.0,16.0,0.0434537525045045
3.0,51.0,16.0,0.09243343045345345
3.0,52.0,16.0,0.02798648578378378
3.0,53.0,16.0,0.04013933820720719
3.0,54.0,16.0,0.09243343045345345
3.0,55.0,16.0,0.04271721599399398
3.0,56.0,16.0,0.3115530423303303
3.0,57.0,16.0,0.07954404151951952
3.0,58.0,16.0,0.28872041050450453
3.0,59.0,16.0,0.2912982882912913
3.0,60.0,16.0,0.2758310215705706
3.0,61.0,16.0,0.21838117375075075
3.0,62.0,16.0,0.2839329231861862
3.0,63.0,16.0,0.3126578470960961
3.0,64.0,16.0,0.2920348248018018
3.0,65.0,16.0,0.05707967794894894
3.0,66.0,16.0,0.14251791316816817
3.0,67.0,16.0,0.3133943836066066
3.0,68.0,16.0,0.3314395281141141
3.0,69.0,16.0,0.1414131084024024
3.0,70.0,16.0,0.32039148045645643
3.0,71.0,16.0,0.05634314143843843
3.0,72.0,16.0,0.3152357248828829
3.0,73.0,16.0,0.3365952836876877
3.0,74.0,16.0,0.08801421139039038
3.0,75.0,16.0,0.17639859265165164
3.0,76.0,16.0,0.08580460185885885
3.0,77.0,16.0,0.053028727141141145
3.0,78.0,16.0,0.0648133113093093
3.0,79.0,16.0,0.10384974636636637
3.0,80.0,16.0,0.2419503420870871
3.0,81.0,16.0,0.33512221066666664
3.0,82.0,16.0,0.2839329231861862
3.0,83.0,16.0,0.15982652116516516
3.0,84.0,16.0,0.31413092011711713
3.0,85.0,16.0,0.3516942821531532
3.0,86.0,16.0,0.3126578470960961
3.0,87.0,16.0,0.3207597487117117
3.0,88.0,16.0,0.3086068962882883
3.0,89.0,16.0,0.31228957884084085
3.0,90.0,16.0,0.1959168101801802
3.0,91.0,16.0,0.050082581099099084
3.0,92.0,16.0,0.07807096849849848
3.0,93.0,16.0,0.0894872844114114
3.0,94.0,16.0,0.14030830363663663
3.0,95.0,16.0,0.17050630056756755
3.0,96.0,16.0,0.18044954345945946
3.0,97.0,16.0,0.00846826825525524
3.0,98.0,16.0,0.18081781171471473
3.0,99.0,16.0,0.12910922510840842
3.0,100.0,16.0,0.009204804765765774
3.0,101.0,16.0,0.06334023828828829
3.0,102.0,16.0,0.07512482245645645
3.0,103.0,16.0,0.07954404151951952
3.0,104.0,16.0,0.028354754039039025
3.0,105.0,16.0,0.023198998465465446
3.0,106.0,16.0,0.03498358263363363
3.0,107.0,16.0,0.018043242891891884
3.0,108.0,16.0,0.0394028016966967
3.0,109.0,16.0,0.04087587471771771
3.0,110.0,16.0,0.06370850654354356
3.0,111.0,16.0,0.07181040815915915
3.0,112.0,16.0,0.04971431284384384
3.0,113.0,16.0,0.059289287480480464
3.0,114.0,16.0,0.03277397310210209
3.0,115.0,16.0,0.06886426211711712
3.0,116.0,16.0,0.04593393392072074
3.0,117.0,16.0,0.02909129054954954
3.0,118.0,16.0,0.03866626518618618
3.0,119.0,16.0,0.03682492390990991
3.0,120.0,16.0,0.03866626518618618
3.0,121.0,16.0,0.013992292084084066
3.0,122.0,16.0,0.07217867641441439
3.0,123.0,16.0,0.07991230977477476
3.0,124.0,16.0,0.037561460420420405
3.0,125.0,16.0,0.03387877786786783
3.0,126.0,16.0,0.0633402382882883
3.0,127.0,16.0,0.05634314143843843
3.0,128.0,16.0,0.029827827060060055
3.0,129.0,16.0,0.015465365105105095
3.0,130.0,16.0,0.04308548424924923
4.0,1.0,16.0,0.13846696236036035
4.0,2.0,16.0,0.14767366874174173
4.0,3.0,16.0,0.20696485783783786
4.0,4.0,16.0,0.15025154652852854
4.0,5.0,16.0,0.15835344814414415
4.0,6.0,16.0,0.1473054004864865
4.0,7.0,16.0,0.07033733513813811
4.0,8.0,16.0,0.039034533441441435
4.0,9.0,16.0,0.05560660492792791
4.0,10.0,16.0,0.02872302229429429
4.0,11.0,16.0,0.04013933820720719
4.0,12.0,16.0,0.07659789547747749
4.0,13.0,16.0,0.15798517988888888
4.0,14.0,16.0,0.08433152883783783
4.0,15.0,16.0,0.04713643505705705
4.0,16.0,16.0,0.059289287480480464
4.0,17.0,16.0,0.06739118909609611
4.0,18.0,16.0,0.03792972867567565
4.0,19.0,16.0,0.022830730210210197
4.0,20.0,16.0,0.04198067948348349
4.0,21.0,16.0,0.012887487318318326
4.0,22.0,16.0,0.014360560339339334
4.0,23.0,16.0,0.01767497463663664
4.0,24.0,16.0,0.04934604458858859
4.0,25.0,16.0,0.05045084935435437
4.0,26.0,16.0,0.05339699539639639
4.0,27.0,16.0,0.031300900081081086
4.0,28.0,16.0,0.03560963866756756
4.0,29.0,16.0,0.0343206997741742
4.0,30.0,16.0,0.03498358263363365
4.0,31.0,16.0,0.045295093780780775
4.0,32.0,16.0,0.013255755573573573
4.0,33.0,16.0,0.04603163029129129
4.0,34.0,16.0,0.03535185088888888
4.0,35.0,16.0,0.06739118909609611
4.0,36.0,16.0,0.014728828594594581
4.0,37.0,16.0,0.059289287480480464
4.0,38.0,16.0,0.03792972867567567
4.0,39.0,16.0,0.01620190161561561
4.0,40.0,16.0,0.0662863843303303
4.0,41.0,16.0,0.06651004922672672
4.0,42.0,16.0,0.0828584558168168
4.0,43.0,16.0,0.0301960953153153
4.0,44.0,16.0,0.06113062875675674
4.0,45.0,16.0,0.05744794620420419
4.0,46.0,16.0,0.046768166801801805
4.0,47.0,16.0,0.04603163029129129
4.0,48.0,16.0,0.05487006841741742
4.0,49.0,16.0,0.023567266720720712
4.0,50.0,16.0,0.03572011914414415
4.0,51.0,16.0,0.021725925444444436
4.0,52.0,16.0,0.028207446736936943
4.0,53.0,16.0,0.02025285242342341
4.0,54.0,16.0,0.05707967794894894
4.0,55.0,16.0,0.00846826825525524
4.0,56.0,16.0,0.19039278635135137
4.0,57.0,16.0,0.026881681018018015
4.0,58.0,16.0,0.05339699539639639
4.0,59.0,16.0,0.31302611535135133
4.0,60.0,16.0,0.2986636533963964
4.0,61.0,16.0,0.3045559454804805
4.0,62.0,16.0,0.2754627533153153
4.0,63.0,16.0,0.29461270258858857
4.0,64.0,16.0,0.1182122083213213
4.0,65.0,16.0,0.1561438386126126
4.0,66.0,16.0,0.05892101922522522
4.0,67.0,16.0,0.30639728675675676
4.0,68.0,16.0,0.3465385265795796
4.0,69.0,16.0,0.1373621575945946
4.0,70.0,16.0,0.02909129054954954
4.0,71.0,16.0,0.31818187092492495
4.0,72.0,16.0,0.3340174059009009
4.0,73.0,16.0,0.3325443328798799
4.0,74.0,16.0,0.34248757577177175
4.0,75.0,16.0,0.338436624963964
4.0,76.0,16.0,0.039034533441441435
4.0,77.0,16.0,0.05744794620420419
4.0,78.0,16.0,0.05965755573573573
4.0,79.0,16.0,0.15982652116516516
4.0,80.0,16.0,0.2994001899069069
4.0,81.0,16.0,0.32849338207207207
4.0,82.0,16.0,0.3395414297297297
4.0,83.0,16.0,0.3152357248828829
4.0,84.0,16.0,0.2938761660780781
4.0,85.0,16.0,0.3273885773063063
4.0,86.0,16.0,0.33328086939039037
4.0,87.0,16.0,0.32591550428528526
4.0,88.0,16.0,0.3340174059009009
4.0,89.0,16.0,0.30087326292792793
4.0,90.0,16.0,0.30160979943843846
4.0,91.0,16.0,0.12484103691591592
4.0,92.0,16.0,0.12189489087387388
4.0,93.0,16.0,0.06518157956456457
4.0,94.0,16.0,0.1259458416816817
4.0,95.0,16.0,0.08654113836936936
4.0,96.0,16.0,0.052292190630630626
4.0,97.0,16.0,0.11968528134234231
4.0,98.0,16.0,0.09059208917717718
4.0,99.0,16.0,0.10532281938738738
4.0,100.0,16.0,0.0988762236048048
4.0,101.0,16.0,0.08838247964564563
4.0,102.0,16.0,0.09722091777177176
4.0,103.0,16.0,0.08249018756156154
4.0,104.0,16.0,0.03535185088888888
4.0,105.0,16.0,0.018411511147147133
4.0,106.0,16.0,0.03240570484684684
4.0,107.0,16.0,0.014728828594594581
4.0,108.0,16.0,0.03351050961261261
4.0,109.0,16.0,0.042348947738738735
4.0,110.0,16.0,0.04358143158438437
4.0,111.0,16.0,0.02798648578378378
4.0,112.0,16.0,0.054501800162162155
4.0,113.0,16.0,0.07438828594594593
4.0,114.0,16.0,0.030564363570570567
4.0,115.0,16.0,0.031300900081081086
4.0,116.0,16.0,0.06665465258558556
4.0,117.0,16.0,0.04566336203603604
4.0,118.0,16.0,0.0707056033933934
4.0,119.0,16.0,0.06628638433033032
4.0,120.0,16.0,0.03719319216516516
4.0,121.0,16.0,0.03498358263363363
4.0,122.0,16.0,0.05855275096996997
4.0,123.0,16.0,0.0828584558168168
4.0,124.0,16.0,0.08654113836936936
4.0,125.0,16.0,0.04013933820720717
4.0,126.0,16.0,0.030564363570570567
4.0,127.0,16.0,0.0681277256066066
4.0,128.0,16.0,0.02651341276276275
4.0,129.0,16.0,0.07365174943543543
4.0,130.0,16.0,0.049165014218018034
5.0,1.0,16.0,0.15281417000900901
5.0,2.0,16.0,0.15067821412852853
5.0,3.0,16.0,0.14362271793393394
5.0,4.0,16.0,0.12299969563963964
5.0,5.0,16.0,0.13110159725525525
5.0,6.0,16.0,0.13662562108408408
5.0,7.0,16.0,0.10237667334534534
5.0,8.0,16.0,0.04308548424924921
5.0,9.0,16.0,0.05487006841741742
5.0,10.0,16.0,0.03240570484684684
5.0,11.0,16.0,0.06886426211711712
5.0,12.0,16.0,0.078807505009009
5.0,13.0,16.0,0.10900550193993992
5.0,14.0,16.0,0.1200535495975976
5.0,15.0,16.0,0.008836536510510506
5.0,16.0,16.0,0.043822020759759765
5.0,17.0,16.0,0.08469979709309308
5.0,18.0,16.0,0.04713643505705705
5.0,19.0,16.0,0.07107387164864866
5.0,20.0,16.0,0.05266045888588588
5.0,21.0,16.0,0.031300900081081065
5.0,22.0,16.0,0.019148047657657628
5.0,23.0,16.0,0.03277397310210207
5.0,24.0,16.0,0.05634314143843843
5.0,25.0,16.0,0.060762360501501494
5.0,26.0,16.0,0.021725925444444415
5.0,27.0,16.0,0.02761821752852853
5.0,28.0,16.0,0.04013933820720719
5.0,29.0,16.0,0.02909129054954954
5.0,30.0,16.0,0.042307516454354356
5.0,31.0,16.0,0.03240570484684684
5.0,32.0,16.0,0.04639989854654653
5.0,33.0,16.0,0.039034533441441435
5.0,34.0,16.0,0.04603163029129129
5.0,35.0,16.0,0.0707056033933934
5.0,36.0,16.0,0.0567114096936937
5.0,37.0,16.0,0.06334023828828829
5.0,38.0,16.0,0.04971431284384382
5.0,39.0,16.0,0.03792972867567567
5.0,40.0,16.0,0.04971431284384384
5.0,41.0,16.0,0.05523833667267267
5.0,42.0,16.0,0.050082581099099084
5.0,43.0,16.0,0.03940280169669668
5.0,44.0,16.0,0.0994305273033033
5.0,45.0,16.0,0.0648133113093093
5.0,46.0,16.0,0.04971431284384384
5.0,47.0,16.0,0.03240570484684684
5.0,48.0,16.0,0.042348947738738735
5.0,49.0,16.0,0.016938438126126124
5.0,50.0,16.0,0.024303803231231227
5.0,51.0,16.0,0.031300900081081086
5.0,52.0,16.0,0.03498358263363363
5.0,53.0,16.0,0.016570169870870836
5.0,54.0,16.0,0.033142241357357355
5.0,55.0,16.0,0.11121511147147148
5.0,56.0,16.0,0.13294293853153152
5.0,57.0,16.0,0.08985555266666666
5.0,58.0,16.0,0.01620190161561561
5.0,59.0,16.0,0.02909129054954954
5.0,60.0,16.0,0.31376265186186186
5.0,61.0,16.0,0.31081650581981984
5.0,62.0,16.0,0.2854059962072072
5.0,63.0,16.0,0.30639728675675676
5.0,64.0,16.0,0.10311320985585586
5.0,65.0,16.0,0.12962852423423424
5.0,66.0,16.0,0.050082581099099084
5.0,67.0,16.0,0.31376265186186186
5.0,68.0,16.0,0.3152357248828829
5.0,69.0,16.0,0.013624023828828819
5.0,70.0,16.0,0.3148674566276276
5.0,71.0,16.0,0.338436624963964
5.0,72.0,16.0,0.3119213105855856
5.0,73.0,16.0,0.3315868354162162
5.0,74.0,16.0,0.34248757577177175
5.0,75.0,16.0,0.3432241122822823
5.0,76.0,16.0,0.3388048932192192
5.0,77.0,16.0,0.149515010018018
5.0,78.0,16.0,0.11710740355555554
5.0,79.0,16.0,0.29313962956756756
5.0,80.0,16.0,0.3119213105855856
5.0,81.0,16.0,0.3100799693093093
5.0,82.0,16.0,0.3295981868378378
5.0,83.0,16.0,0.3365952836876877
5.0,84.0,16.0,0.12926025597897897
5.0,85.0,16.0,0.33033472334834835
5.0,86.0,16.0,0.3358587471771772
5.0,87.0,16.0,0.3295981868378378
5.0,88.0,16.0,0.31634052964864867
5.0,89.0,16.0,0.3262837725405406
5.0,90.0,16.0,0.3133943836066066
5.0,91.0,16.0,0.05045084935435435
5.0,92.0,16.0,0.13220640202102102
5.0,93.0,16.0,0.09096035743243244
5.0,94.0,16.0,0.1627726672072072
5.0,95.0,16.0,0.09132862568768768
5.0,96.0,16.0,0.05339699539639639
5.0,97.0,16.0,0.04603163029129129
5.0,98.0,16.0,0.11011030670570571
5.0,99.0,16.0,0.09345348198018018
5.0,100.0,16.0,0.08617096879849848
5.0,101.0,16.0,0.06297197003303302
5.0,102.0,16.0,0.0821219193063063
5.0,103.0,16.0,0.096116113006006
5.0,104.0,16.0,0.062235433522522525
5.0,105.0,16.0,0.014728828594594581
5.0,106.0,16.0,0.01988458416816816
5.0,107.0,16.0,0.019516315912912915
5.0,108.0,16.0,0.036088387399399395
5.0,109.0,16.0,0.03829799693093094
5.0,110.0,16.0,0.04124414297297296
5.0,111.0,16.0,0.04087587471771771
5.0,112.0,16.0,0.04897777633333333
5.0,113.0,16.0,0.06334023828828829
5.0,114.0,16.0,0.044679789447747774
5.0,115.0,16.0,0.04858546535855857
5.0,116.0,16.0,0.026513412762762728
5.0,117.0,16.0,0.04860950807807808
5.0,118.0,16.0,0.06996906688288287
5.0,119.0,16.0,0.060025823990991
5.0,120.0,16.0,0.054501800162162155
5.0,121.0,16.0,0.04419028901501501
5.0,122.0,16.0,0.03719319216516516
5.0,123.0,16.0,0.07291521292492494
5.0,124.0,16.0,0.08028057803003003
5.0,125.0,16.0,0.008099999999999993
5.0,126.0,16.0,0.04787297156756756
5.0,127.0,16.0,0.05144729585675675
5.0,128.0,16.0,0.04680711584054054
5.0,129.0,16.0,0.033142241357357355
5.0,130.0,16.0,0.04198067948348347
6.0,1.0,16.0,0.135000005
6.0,2.0,16.0,0.14596438046126128
6.0,3.0,16.0,0.15282942431531532
6.0,4.0,16.0,0.08543633360360361
6.0,5.0,16.0,0.02909129054954954
6.0,6.0,16.0,0.09229999800000001
6.0,7.0,16.0,0.05744794620420419
6.0,8.0,16.0,0.06702292084084084
6.0,9.0,16.0,0.08064884628528528
6.0,10.0,16.0,0.06297197003303302
6.0,11.0,16.0,0.12890000599999998
6.0,12.0,16.0,0.07291521292492494
6.0,13.0,16.0,0.10274494160060059
6.0,14.0,16.0,0.11379298925825826
6.0,15.0,16.0,0.04750470331231232
6.0,16.0,16.0,0.08839999900000002
6.0,17.0,16.0,0.0541335319069069
